0.0202626	0.0291333	2.91373	5.09068
0.0202626	0.0284762	2.91538	5.09232
0.0202626	0.0291333	2.91702	5.09396
0.0199341	0.0297903	2.91866	5.09429
0.0199341	0.0288047	2.9203	5.09396
0.0202626	0.0288047	2.92293	5.09199
0.0202626	0.0288047	2.92556	5.09199
0.0205912	0.0281476	2.93082	5.09199
0.0199341	0.0291333	2.93509	5.09331
0.0199341	0.0291333	2.93805	5.09462
0.0199341	0.0291333	2.9387	5.09331
0.0199341	0.0291333	2.94166	5.09363
0.0196056	0.0291333	2.9456	5.09232
0.0199341	0.0288047	2.94987	5.08871
0.0199341	0.0284762	2.95217	5.08936
0.0202626	0.0291333	2.9548	5.09002
0.0196056	0.0291333	2.9571	5.08936
0.0196056	0.0291333	2.95907	5.09068
0.0196056	0.0291333	2.96137	5.09166
0.0199341	0.0291333	2.96302	5.09363
0.019277	0.0294618	2.96794	5.09528
0.0196056	0.0297903	2.97156	5.09429
0.0196056	0.0284762	2.97649	5.09429
0.0189485	0.0297903	2.97944	5.09528
0.019277	0.0291333	2.98371	5.09528
0.0196056	0.0301189	2.98798	5.09659
0.019277	0.0294618	2.99061	5.09659
0.0189485	0.0294618	2.99028	5.09462
0.0189485	0.0288047	2.99061	5.09265
0.0186199	0.0294618	2.99423	5.09331
0.0189485	0.0291333	3.00113	5.09363
0.0186199	0.0291333	3.00507	5.09429
0.0179629	0.0294618	3.0054	5.09396
0.0186199	0.0294618	3.00704	5.09462
0.0186199	0.0294618	3.01065	5.09462
0.0182914	0.0291333	3.01328	5.09166
0.0186199	0.0294618	3.01591	5.09035
0.0189485	0.0294618	3.0192	5.09133
0.0179629	0.0297903	3.02281	5.09298
0.0189485	0.0301189	3.0261	5.09462
0.0179629	0.0301189	3.02872	5.09429
0.0182914	0.0294618	3.03234	5.09298
0.0179629	0.0297903	3.03562	5.09331
0.0182914	0.0297903	3.03825	5.09396
0.0179629	0.0297903	3.04154	5.09626
0.0179629	0.0297903	3.04679	5.09659
0.0179629	0.0291333	3.05008	5.09659
0.0176343	0.0297903	3.05205	5.09725
0.0176343	0.0297903	3.05435	5.09495
0.0182914	0.0297903	3.05698	5.09133
0.0173058	0.0297903	3.06125	5.08904
0.0176343	0.0304474	3.06388	5.09101
0.0173058	0.0297903	3.06421	5.09232
0.0173058	0.0301189	3.06454	5.09265
0.0169772	0.0297903	3.06618	5.09429
0.0173058	0.0297903	3.06979	5.09331
0.0169772	0.0294618	3.07439	5.09199
0.0169772	0.0304474	3.07801	5.09199
0.0166487	0.0294618	3.08129	5.09396
0.0163202	0.030776	3.08622	5.09396
0.0169772	0.0297903	3.09082	5.09462
0.0163202	0.0297903	3.09246	5.09561
0.0163202	0.0301189	3.09312	5.09528
0.0159916	0.0301189	3.09838	5.09495
0.0163202	0.0297903	3.10363	5.09363
0.0159916	0.0297903	3.10626	5.09035
0.0163202	0.0301189	3.10757	5.08969
0.0163202	0.0301189	3.1102	5.09166
0.0159916	0.0301189	3.11415	5.09166
0.0156631	0.0297903	3.11809	5.09199
0.0156631	0.0301189	3.12039	5.09166
0.0156631	0.0301189	3.12269	5.09133
0.0163202	0.030776	3.12499	5.09133
0.0156631	0.0297903	3.12794	5.09166
0.0153345	0.030776	3.13156	5.09232
0.0156631	0.0304474	3.13649	5.09396
0.0156631	0.0301189	3.14043	5.09331
0.0153345	0.0304474	3.1424	5.09199
0.0156631	0.0301189	3.14437	5.09298
0.0153345	0.0301189	3.14766	5.09363
0.015006	0.0311045	3.15193	5.09593
0.0153345	0.030776	3.15686	5.09593
0.0153345	0.0301189	3.16014	5.09429
0.0153345	0.0311045	3.16047	5.09298
0.015006	0.0311045	3.16047	5.09331
0.0153345	0.0311045	3.16408	5.09331
0.0143489	0.0311045	3.16836	5.09462
0.0146774	0.0311045	3.17164	5.09429
0.015006	0.0304474	3.17394	5.09265
0.0146774	0.0304474	3.17657	5.09133
0.015006	0.0317616	3.1792	5.09068
0.0146774	0.030776	3.18215	5.09133
0.0153345	0.0311045	3.18478	5.09232
0.0146774	0.0304474	3.18971	5.09265
0.0146774	0.030776	3.19365	5.09298
0.015006	0.0311045	3.19628	5.09298
0.015006	0.0304474	3.19957	5.09429
0.0146774	0.030776	3.20154	5.09561
0.015006	0.031433	3.20515	5.09626
0.0153345	0.030776	3.20811	5.09462
0.0146774	0.030776	3.21107	5.09396
0.015006	0.030776	3.21238	5.09298
0.0143489	0.030776	3.21501	5.09265
0.015006	0.030776	3.21895	5.09298
0.015006	0.0304474	3.22289	5.09298
0.0153345	0.030776	3.22716	5.09495
0.0140204	0.030776	3.23078	5.09462
0.0146774	0.031433	3.23308	5.09363
0.015006	0.0304474	3.23538	5.09068
0.015006	0.031433	3.23768	5.08936
0.0146774	0.0304474	3.24031	5.09199
0.0153345	0.0311045	3.24359	5.09232
0.015006	0.0311045	3.24589	5.09265
0.0146774	0.0311045	3.24951	5.09166
0.0153345	0.030776	3.25345	5.09199
0.0146774	0.0304474	3.25673	5.09265
0.0153345	0.0311045	3.25838	5.09166
0.0156631	0.030776	3.26199	5.09298
0.0153345	0.0304474	3.26495	5.09593
0.015006	0.0304474	3.2679	5.09692
0.0146774	0.030776	3.27316	5.09363
0.0153345	0.030776	3.27612	5.09068
0.0146774	0.0301189	3.27776	5.09101
0.0146774	0.0311045	3.28039	5.09133
0.0146774	0.0311045	3.28203	5.09199
0.0143489	0.031433	3.28466	5.09396
0.0146774	0.030776	3.28827	5.09331
0.015006	0.030776	3.29123	5.09298
0.0146774	0.0304474	3.29452	5.09101
0.015006	0.0304474	3.3001	5.08936
0.0143489	0.030776	3.30536	5.09035
0.0140204	0.0311045	3.30996	5.09199
0.015006	0.0311045	3.31226	5.09166
0.0143489	0.0301189	3.31324	5.09166
0.0146774	0.0304474	3.31521	5.09232
0.0146774	0.0311045	3.31949	5.09133
0.0143489	0.0311045	3.3231	5.09232
0.0140204	0.0311045	3.3254	5.09133
0.015006	0.0311045	3.32671	5.09068
0.0143489	0.030776	3.32901	5.08904
0.0146774	0.0311045	3.33263	5.08871
0.0146774	0.0311045	3.33788	5.08871
0.015006	0.030776	3.34051	5.08969
0.0153345	0.0311045	3.34478	5.09002
0.0153345	0.0311045	3.34741	5.09133
0.0146774	0.0311045	3.35103	5.09199
0.0153345	0.0311045	3.35464	5.09363
0.015006	0.030776	3.35793	5.09331
0.0153345	0.0304474	3.36055	5.09265
0.0156631	0.0304474	3.36285	5.09298
0.0156631	0.030776	3.36482	5.09232
0.0153345	0.030776	3.36811	5.09265
0.0153345	0.0301189	3.37205	5.09396
0.0153345	0.0304474	3.37534	5.09429
